ID,Array
240,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 1.0587911840678754e-22, -2.6469779601696886e-23, -5.293955920339377e-23, -4.235164736271502e-22, 3.3881317890172014e-21, 0.0, 0.0, 1.3552527156068805e-20]"
241,"[0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -6.776263578034403e-21, 0.0, 0.0, -6.776263578034403e-21, 2.710505431213761e-20, 6.617444900424222e-24, -3.3881317890172014e-21, -1.3552527156068805e-20, 0.0]"
242,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 1.3552527156068805e-20, -1.3552527156068805e-20, 1.6940658945086007e-21, 0.0, 0.0, 0.0, -2.117582368135751e-22]"
243,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 5.293955920339377e-23, 2.117582368135751e-22, 8.271806125530277e-25, 2.117582368135751e-22, -1.0587911840678754e-22, 8.470329472543003e-22, -2.6469779601696886e-23, 0.0]"
244,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21]"
245,"[-3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, 3.3881317890172014e-21, -3.3881317890172014e-21, 0.0, 0.0, 0.0, -8.470329472543003e-22, 6.776263578034403e-21]"
246,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, -6.617444900424222e-24, 0.0, 0.0, 6.776263578034403e-21, 0.0, 6.617444900424222e-24, 8.470329472543003e-22, 6.776263578034403e-21, 1.3552527156068805e-20]"
247,"[0.0, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, -6.776263578034403e-21, -8.470329472543003e-22, 0.0, -1.6543612251060553e-24, 0.0]"
248,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 1.6940658945086007e-21, 0.0, 0.0, -4.235164736271502e-22, -6.776263578034403e-21, 0.0, -4.235164736271502e-22, 0.0]"
249,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 3.308722450212111e-24, 8.470329472543003e-22, -6.776263578034403e-21, -3.308722450212111e-24, 0.0, -6.776263578034403e-21, -6.776263578034403e-21]"
250,"[0.0, -2.710505431213761e-20, 0.0, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 2.710505431213761e-20, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 5.293955920339377e-23, 1.3552527156068805e-20, 0.0, 1.6940658945086007e-21, 0.0, 1.3552527156068805e-20]"
251,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.336808689942018e-19, 5.421010862427522e-20, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -6.776263578034403e-21, 1.0587911840678754e-22, 0.0, -1.6940658945086007e-21, 0.0, 2.6469779601696886e-23, 0.0, 0.0]"
252,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, -5.293955920339377e-23, 3.3881317890172014e-21, 6.776263578034403e-21, -1.3552527156068805e-20, 0.0, 0.0, 0.0, -6.776263578034403e-21]"
253,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, -1.6940658945086007e-21, 0.0, -6.776263578034403e-21, 0.0, -1.3552527156068805e-20, 0.0, -4.235164736271502e-22, 0.0, 0.0]"
254,"[0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 6.776263578034403e-21, -2.6469779601696886e-23, 0.0, 0.0, 4.235164736271502e-22, 0.0, 6.776263578034403e-21, -3.3881317890172014e-21, 0.0]"
255,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, -1.6940658945086007e-21, 0.0, 1.0587911840678754e-22, 8.470329472543003e-22, 0.0, 0.0, -1.3552527156068805e-20, 6.617444900424222e-24]"
256,"[0.0, -3.3881317890172014e-21, -1.3234889800848443e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 2.117582368135751e-22]"
257,"[-1.0587911840678754e-22, 1.3552527156068805e-20, 0.0, -1.6940658945086007e-21, 1.6940658945086007e-21, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 6.776263578034403e-21, -2.117582368135751e-22, 3.3881317890172014e-21, 3.3881317890172014e-21, 0.0, 6.776263578034403e-21, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0]"
258,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, -1.6940658945086007e-21, 1.3552527156068805e-20, -1.6940658945086007e-21, -6.776263578034403e-21, 0.0, -6.776263578034403e-21, 1.3552527156068805e-20, 0.0]"
259,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 1.6940658945086007e-21, -8.470329472543003e-22, 0.0, 0.0, 3.3881317890172014e-21, -1.6940658945086007e-21, 0.0, 6.776263578034403e-21]"
260,"[0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 8.470329472543003e-22, 1.6940658945086007e-21, -1.6940658945086007e-21, 3.3881317890172014e-21, 0.0, -1.6940658945086007e-21, 0.0, 0.0, -6.776263578034403e-21]"
261,"[-6.776263578034403e-21, 0.0, 1.0842021724855044e-19, 1.3234889800848443e-23, 2.710505431213761e-20, 0.0, -3.3881317890172014e-21, 0.0, 4.336808689942018e-19, 0.0, 0.0, 8.470329472543003e-22, -2.117582368135751e-22, -6.776263578034403e-21, 8.470329472543003e-22, 0.0, -6.776263578034403e-21, 4.235164736271502e-22, -1.3234889800848443e-23, 0.0]"
262,"[0.0, -2.710505431213761e-20, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 4.336808689942018e-19, 0.0, 0.0, 2.117582368135751e-22, 1.6940658945086007e-21, -8.470329472543003e-22, 0.0, 6.776263578034403e-21, 0.0, 0.0, -4.235164736271502e-22, 5.293955920339377e-23, 0.0]"
263,"[0.0, -3.3881317890172014e-21, -2.710505431213761e-20, 0.0, 6.776263578034403e-21, -1.3552527156068805e-20, 0.0, -8.470329472543003e-22, 0.0, 1.6940658945086007e-21, 3.3881317890172014e-21, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, -1.3552527156068805e-20, -3.308722450212111e-24, -1.6940658945086007e-21]"
264,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, -6.776263578034403e-21, 3.3881317890172014e-21, 6.776263578034403e-21, -2.117582368135751e-22, 3.3881317890172014e-21, -2.117582368135751e-22, -3.3881317890172014e-21, -2.6469779601696886e-23]"
265,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 1.6940658945086007e-21, -1.6940658945086007e-21, 0.0, 0.0, -1.6940658945086007e-21, -1.6940658945086007e-21, 1.0587911840678754e-22, 6.776263578034403e-21, 0.0]"
266,"[0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, -1.6940658945086007e-21, 0.0, 0.0, -1.0587911840678754e-22, -8.470329472543003e-22, 0.0, 0.0, 3.3881317890172014e-21, 0.0, -8.470329472543003e-22, -6.776263578034403e-21]"
267,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 4.336808689942018e-19, 5.421010862427522e-20, -1.3552527156068805e-20, 2.710505431213761e-20, -2.117582368135751e-22, -8.470329472543003e-22, 5.293955920339377e-23, 1.6543612251060553e-24, 0.0, 0.0, -6.776263578034403e-21, 0.0]"
268,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 0.0]"
269,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, -2.6469779601696886e-23, 3.3881317890172014e-21, 3.3881317890172014e-21, 0.0, -6.776263578034403e-21, 0.0, -8.470329472543003e-22, 0.0, 1.3552527156068805e-20]"
270,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -1.0587911840678754e-22, 3.3881317890172014e-21, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23]"
271,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -1.6940658945086007e-21, 1.0587911840678754e-22, 0.0, 0.0, 0.0, 2.117582368135751e-22, 6.776263578034403e-21, 0.0]"
272,"[0.0, -1.0842021724855044e-19, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, -3.3881317890172014e-21, -4.235164736271502e-22, 0.0, 0.0]"
273,"[0.0, 4.336808689942018e-19, -1.0842021724855044e-19, 0.0, 0.0, 6.776263578034403e-21, 4.336808689942018e-19, 0.0, 1.0842021724855044e-19, -1.0842021724855044e-19, -3.3881317890172014e-21, 0.0, 8.470329472543003e-22, -2.710505431213761e-20, 0.0, 0.0, -8.470329472543003e-22, -4.235164736271502e-22, -2.0679515313825692e-25, 3.308722450212111e-24]"
274,"[0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, 0.0, -2.6469779601696886e-23, -2.117582368135751e-22, -1.0587911840678754e-22, -2.117582368135751e-22, 3.3881317890172014e-21, 4.235164736271502e-22, -3.3881317890172014e-21]"
275,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0587911840678754e-22, 0.0, -1.3552527156068805e-20, 6.776263578034403e-21, -5.293955920339377e-23, -2.117582368135751e-22, 0.0, 0.0, -3.3881317890172014e-21]"
276,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 0.0, 8.470329472543003e-22, 1.6940658945086007e-21, 0.0, -4.235164736271502e-22, 6.776263578034403e-21, 3.3881317890172014e-21]"
277,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, -2.6469779601696886e-23, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 2.6469779601696886e-23]"
278,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 0.0, 0.0, -2.6469779601696886e-23, -8.470329472543003e-22, 4.235164736271502e-22, 0.0]"
279,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, 0.0, 0.0, 0.0, -1.2924697071141057e-26, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 1.3552527156068805e-20]"
280,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 1.0339757656912846e-25, 1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 1.3552527156068805e-20]"
281,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
282,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0]"
283,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 1.6940658945086007e-21, 6.617444900424222e-24, 1.6940658945086007e-21, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 1.6940658945086007e-21]"
284,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -2.117582368135751e-22, 0.0, -1.0587911840678754e-22, -1.6940658945086007e-21, 0.0, 0.0, -3.3881317890172014e-21]"
285,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 6.617444900424222e-24, -1.3552527156068805e-20, -1.6940658945086007e-21]"
286,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 1.6940658945086007e-21, 0.0, 6.776263578034403e-21, -2.710505431213761e-20, 0.0, -1.6940658945086007e-21, 0.0, -6.776263578034403e-21]"
287,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 5.293955920339377e-23, -3.3881317890172014e-21, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 0.0]"
288,"[0.0, 0.0, -4.235164736271502e-22, 0.0, 8.470329472543003e-22, 8.470329472543003e-22, 0.0, 0.0, 2.117582368135751e-22, 3.3881317890172014e-21, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 6.776263578034403e-21, -3.3881317890172014e-21, 1.0587911840678754e-22, 2.710505431213761e-20]"
289,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, -1.6940658945086007e-21, -1.0587911840678754e-22]"
290,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24, 6.776263578034403e-21, -1.6543612251060553e-24, -2.117582368135751e-22, 0.0, -6.617444900424222e-24, -3.3881317890172014e-21]"
291,"[1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 3.3881317890172014e-21, -3.3881317890172014e-21, 1.6940658945086007e-21, 8.470329472543003e-22, -1.6543612251060553e-24, 1.6940658945086007e-21, -8.470329472543003e-22, 0.0, 8.470329472543003e-22, -6.776263578034403e-21]"
292,"[0.0, 3.3881317890172014e-21, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, -3.3881317890172014e-21, -1.3552527156068805e-20, 3.2311742677852644e-27, 1.0587911840678754e-22, 1.0587911840678754e-22, 0.0, 0.0]"
293,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 6.776263578034403e-21, 2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 3.3881317890172014e-21, 0.0]"
294,"[-2.168404344971009e-19, 2.168404344971009e-19, 0.0, 0.0, 2.168404344971009e-19, 3.3881317890172014e-21, 0.0, -1.0842021724855044e-19, 1.3552527156068805e-20, 1.0842021724855044e-19, 2.6469779601696886e-23, 0.0, -6.776263578034403e-21, 0.0, -4.235164736271502e-22, 6.776263578034403e-21, -4.235164736271502e-22, 0.0, -6.617444900424222e-24, 0.0]"
295,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, -8.470329472543003e-22, 0.0, 0.0, 3.3881317890172014e-21]"
296,"[4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.308722450212111e-24, -2.6469779601696886e-23, 4.235164736271502e-22, 0.0, 0.0, 4.1359030627651384e-25, -6.776263578034403e-21, 0.0, 0.0, -2.5849394142282115e-26]"
297,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, -8.470329472543003e-22, 8.470329472543003e-22, 6.776263578034403e-21, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 1.3552527156068805e-20]"
298,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.308722450212111e-24, -3.3881317890172014e-21, -1.3234889800848443e-23, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -6.776263578034403e-21]"
299,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 6.617444900424222e-24, 1.0587911840678754e-22, 6.776263578034403e-21, 0.0, -2.6469779601696886e-23, 1.3234889800848443e-23, 0.0, 4.235164736271502e-22]"
300,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, -2.117582368135751e-22, 6.776263578034403e-21, 0.0, 0.0, 0.0, -6.776263578034403e-21, 1.6940658945086007e-21, -2.117582368135751e-22, -8.470329472543003e-22]"
301,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 6.776263578034403e-21, 0.0, 1.3552527156068805e-20, 0.0]"
302,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -6.776263578034403e-21, 1.3552527156068805e-20, 1.6940658945086007e-21, 2.117582368135751e-22, 0.0, -6.776263578034403e-21, 8.470329472543003e-22, 0.0]"
303,"[-2.168404344971009e-19, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 1.6543612251060553e-24, 0.0, 0.0, 0.0, 0.0, -1.3234889800848443e-23, 4.235164736271502e-22]"
304,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 5.293955920339377e-23, 5.293955920339377e-23, 6.776263578034403e-21, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0]"
305,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 2.6469779601696886e-23, 0.0, 0.0, 1.6940658945086007e-21, -1.6940658945086007e-21, 0.0, -6.776263578034403e-21, 0.0]"
306,"[0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 3.3881317890172014e-21, 0.0, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0]"
307,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 8.470329472543003e-22, 0.0, 0.0, -2.117582368135751e-22, -8.470329472543003e-22, 2.117582368135751e-22, 0.0, -4.235164736271502e-22]"
308,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0, 8.470329472543003e-22, 0.0]"
309,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0587911840678754e-22, 0.0, 1.0587911840678754e-22, 0.0, 4.235164736271502e-22, 0.0, 0.0]"
310,"[0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 2.710505431213761e-20, -6.776263578034403e-21, -6.776263578034403e-21, 6.776263578034403e-21, 0.0, 0.0, 0.0, -2.117582368135751e-22, 0.0]"
311,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -2.6469779601696886e-23, -5.293955920339377e-23, -4.235164736271502e-22, 1.3552527156068805e-20, 0.0, -1.6940658945086007e-21, -8.470329472543003e-22]"
312,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -6.617444900424222e-24, 1.0587911840678754e-22, 0.0, 0.0, 5.293955920339377e-23, 1.6940658945086007e-21, 3.3881317890172014e-21, -8.470329472543003e-22, -1.0587911840678754e-22]"
313,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.293955920339377e-23, 1.0587911840678754e-22, 3.3881317890172014e-21, 1.3552527156068805e-20, 0.0, 0.0, -3.3881317890172014e-21, -3.3881317890172014e-21, 0.0]"
314,"[-1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 2.117582368135751e-22, 4.235164736271502e-22, 0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0]"
315,"[0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 1.0587911840678754e-22, 2.117582368135751e-22, 1.6940658945086007e-21, 1.3552527156068805e-20, 0.0, 0.0]"
316,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 1.3552527156068805e-20, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0]"
317,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, -1.3234889800848443e-23, -8.470329472543003e-22, 0.0, 0.0, 2.0679515313825692e-25, 1.3552527156068805e-20, 0.0, 0.0]"
318,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 1.0587911840678754e-22, 0.0, 8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0]"
319,"[0.0, 0.0, -4.235164736271502e-22, 0.0, -5.293955920339377e-23, -1.0587911840678754e-22, -1.0587911840678754e-22, 0.0, 4.235164736271502e-22, -2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, -2.117582368135751e-22, -4.235164736271502e-22, -4.1359030627651384e-25]"
320,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, -4.336808689942018e-19, 0.0, 0.0, 2.117582368135751e-22, 2.117582368135751e-22, 4.235164736271502e-22, 0.0, 2.710505431213761e-20, 0.0, 0.0, 4.235164736271502e-22, 0.0]"
321,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 1.6940658945086007e-21, 0.0, 4.235164736271502e-22, -3.3881317890172014e-21]"
322,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24, -8.470329472543003e-22, 3.3881317890172014e-21, 8.470329472543003e-22, -1.6940658945086007e-21, 0.0, 0.0]"
323,"[0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 8.470329472543003e-22, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0]"
324,"[0.0, 2.168404344971009e-19, 5.421010862427522e-20, -6.776263578034403e-21, 2.710505431213761e-20, 6.776263578034403e-21, -1.0587911840678754e-22, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 4.1359030627651384e-25, 1.0587911840678754e-22, 0.0, 0.0, -4.235164736271502e-22, 0.0, -4.235164736271502e-22, -1.6940658945086007e-21, 0.0]"
325,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0, 1.0587911840678754e-22, 0.0, 0.0, 8.470329472543003e-22, 5.293955920339377e-23, -8.470329472543003e-22, 1.3552527156068805e-20]"
326,"[0.0, -3.3881317890172014e-21, 0.0, 0.0, 1.6543612251060553e-24, 0.0, 0.0, 5.293955920339377e-23, 0.0, 1.0587911840678754e-22, -1.0587911840678754e-22, -6.617444900424222e-24, 0.0, 3.3881317890172014e-21, -2.6469779601696886e-23, 8.470329472543003e-22, 2.117582368135751e-22, 0.0, 1.6940658945086007e-21, 0.0]"
327,"[0.0, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0679515313825692e-25, -1.3552527156068805e-20, -1.3552527156068805e-20, 0.0, -2.117582368135751e-22, 0.0, 3.3881317890172014e-21, 1.0587911840678754e-22]"
328,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6469779601696886e-23, 0.0, 0.0, -2.6469779601696886e-23, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0]"
329,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 4.235164736271502e-22, 0.0, -3.3881317890172014e-21, 2.117582368135751e-22, -2.6469779601696886e-23, 4.235164736271502e-22, 0.0, 0.0, -1.0587911840678754e-22]"
330,"[0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 2.117582368135751e-22, 0.0, -5.293955920339377e-23, 0.0, 1.3234889800848443e-23, 0.0, 0.0, -1.3234889800848443e-23, 0.0, 0.0]"
