ID,Array
530,"[1.0842021724855044e-19, -2.710505431213761e-20, 2.168404344971009e-19, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
531,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, -3.3881317890172014e-21, 0.0, 0.0, -5.293955920339377e-23, 8.470329472543003e-22, 2.6469779601696886e-23, 0.0, 0.0]"
532,"[0.0, 0.0, 6.776263578034403e-21, 0.0, -2.710505431213761e-20, 1.6940658945086007e-21, 5.421010862427522e-20, -1.0842021724855044e-19, 0.0, 0.0, -6.776263578034403e-21, 0.0, 8.470329472543003e-22, 1.3552527156068805e-20, -4.235164736271502e-22, 0.0, 0.0, 8.470329472543003e-22, -2.710505431213761e-20, 0.0]"
533,"[0.0, 3.3881317890172014e-21, 0.0, 4.235164736271502e-22, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, -2.117582368135751e-22, 0.0, 0.0, -4.1359030627651384e-25, 0.0, 6.776263578034403e-21, 1.3552527156068805e-20, -3.3881317890172014e-21, 0.0]"
534,"[0.0, -2.168404344971009e-19, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 6.776263578034403e-21, 0.0, 0.0, -6.776263578034403e-21, 0.0, -2.117582368135751e-22, -5.169878828456423e-26, -2.117582368135751e-22]"
535,"[-6.776263578034403e-21, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 8.470329472543003e-22, 0.0, 8.470329472543003e-22, 0.0, -3.308722450212111e-24, 1.0587911840678754e-22, 0.0, 0.0, 1.3234889800848443e-23, 0.0, 0.0, 0.0, 1.6940658945086007e-21]"
536,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, -2.117582368135751e-22, -1.0587911840678754e-22, -4.235164736271502e-22, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0]"
537,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3234889800848443e-23, 6.776263578034403e-21, -8.470329472543003e-22, -6.776263578034403e-21, -1.6940658945086007e-21, -1.3552527156068805e-20, 0.0, -4.235164736271502e-22, 0.0]"
538,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 5.421010862427522e-20, -8.470329472543003e-22, 3.3881317890172014e-21, 2.117582368135751e-22, -2.6469779601696886e-23, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0]"
539,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 4.235164736271502e-22, 2.117582368135751e-22, -8.271806125530277e-25, 8.470329472543003e-22, 0.0, -6.617444900424222e-24, 0.0, -6.776263578034403e-21]"
540,"[0.0, 0.0, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 8.470329472543003e-22, -6.776263578034403e-21, 0.0, 3.3881317890172014e-21, 0.0, 0.0, -5.293955920339377e-23]"
541,"[0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, 3.3881317890172014e-21, 0.0, 6.776263578034403e-21, 0.0, 3.3881317890172014e-21, -3.2311742677852644e-27, 0.0, 1.3552527156068805e-20, -5.169878828456423e-26, 0.0]"
542,"[0.0, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, -2.117582368135751e-22, -6.776263578034403e-21, 1.3552527156068805e-20, 0.0, -1.6940658945086007e-21, -2.117582368135751e-22, -3.308722450212111e-24, -4.235164736271502e-22, 0.0]"
543,"[0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, -8.470329472543003e-22, -1.6940658945086007e-21, -8.470329472543003e-22, -4.235164736271502e-22, 0.0, 2.117582368135751e-22, 3.3881317890172014e-21, 0.0, 8.470329472543003e-22]"
544,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, -4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 6.776263578034403e-21, 0.0, -1.6543612251060553e-24]"
545,"[0.0, -5.293955920339377e-23, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 8.470329472543003e-22, 2.6469779601696886e-23, 4.235164736271502e-22, 4.235164736271502e-22, 0.0, 0.0, 1.6940658945086007e-21, 4.235164736271502e-22, 0.0, 3.3881317890172014e-21]"
546,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, -8.271806125530277e-25, -6.776263578034403e-21, 0.0, 0.0, -3.3881317890172014e-21, 0.0]"
547,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 1.3552527156068805e-20, 1.6940658945086007e-21, 6.776263578034403e-21, 0.0, 6.776263578034403e-21, 8.470329472543003e-22, 1.3552527156068805e-20, 0.0]"
548,"[-5.293955920339377e-23, 0.0, 0.0, -8.470329472543003e-22, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 6.776263578034403e-21, 0.0, 0.0, 1.3552527156068805e-20, 0.0, -8.470329472543003e-22, 3.308722450212111e-24, 0.0, -1.6940658945086007e-21]"
549,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, 2.710505431213761e-20, 1.0587911840678754e-22, 0.0, 0.0, 1.3552527156068805e-20, 0.0]"
550,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 0.0, -2.710505431213761e-20, 0.0, -4.1359030627651384e-25, -3.3881317890172014e-21, 6.776263578034403e-21, 4.235164736271502e-22]"
551,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 1.6940658945086007e-21, -1.0587911840678754e-22, 1.3552527156068805e-20, 0.0, 2.117582368135751e-22, 1.3552527156068805e-20, 0.0, -5.293955920339377e-23, -4.235164736271502e-22]"
552,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, -2.117582368135751e-22, 0.0, 1.3552527156068805e-20, 1.6543612251060553e-24, 0.0, 6.776263578034403e-21]"
553,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, -3.3881317890172014e-21, 0.0, 0.0, 0.0, -6.617444900424222e-24, 0.0, 0.0, 0.0]"
554,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 8.470329472543003e-22, 0.0, 0.0, 0.0, -2.0679515313825692e-25, 0.0]"
555,"[0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -2.117582368135751e-22]"
556,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6543612251060553e-24, 1.0587911840678754e-22, 2.710505431213761e-20, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 1.6940658945086007e-21, -4.235164736271502e-22]"
557,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0679515313825692e-25, 0.0, -3.3881317890172014e-21, 0.0, 4.235164736271502e-22, 0.0, -1.0587911840678754e-22]"
558,"[0.0, 0.0, 0.0, 0.0, 0.0, 4.336808689942018e-19, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0587911840678754e-22, -4.235164736271502e-22, 0.0, 3.3881317890172014e-21, -1.6940658945086007e-21, -2.710505431213761e-20, 0.0]"
559,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.271806125530277e-25, 0.0, 0.0, 0.0, 0.0, -5.293955920339377e-23, 0.0, -1.3234889800848443e-23, 0.0, -1.6940658945086007e-21]"
560,"[0.0, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 6.776263578034403e-21, 2.710505431213761e-20, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0]"
561,"[4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, 4.235164736271502e-22, -1.3552527156068805e-20, -2.117582368135751e-22]"
562,"[0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, -1.6940658945086007e-21, 1.0587911840678754e-22, 2.710505431213761e-20, 8.470329472543003e-22, 2.117582368135751e-22, 0.0, -6.776263578034403e-21, 5.293955920339377e-23, 8.470329472543003e-22, 0.0]"
563,"[0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -8.470329472543003e-22, -4.235164736271502e-22, 0.0, -5.293955920339377e-23, -4.235164736271502e-22, 1.0587911840678754e-22, 0.0, 3.3881317890172014e-21, 0.0, -1.3552527156068805e-20, 3.3881317890172014e-21, 0.0, -4.235164736271502e-22, 2.117582368135751e-22]"
564,"[-2.117582368135751e-22, 0.0, 2.117582368135751e-22, 0.0, -1.0587911840678754e-22, 4.235164736271502e-22, 0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0, 1.3552527156068805e-20, -3.3881317890172014e-21, 0.0, -1.6940658945086007e-21, 2.117582368135751e-22, 0.0, 0.0, -4.235164736271502e-22, 0.0]"
565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 0.0, -2.117582368135751e-22, 0.0, 1.6543612251060553e-24, 0.0, -6.776263578034403e-21]"
566,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 6.776263578034403e-21, 0.0, -6.776263578034403e-21, 0.0, -1.3234889800848443e-23, 2.117582368135751e-22, -3.3881317890172014e-21, 4.235164736271502e-22]"
567,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, -6.776263578034403e-21, -4.235164736271502e-22, 1.0587911840678754e-22, 1.6940658945086007e-21, -4.235164736271502e-22, 0.0, -6.776263578034403e-21, 8.470329472543003e-22, 0.0, -5.293955920339377e-23]"
568,"[0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 1.3552527156068805e-20, 0.0, -5.421010862427522e-20, -1.0587911840678754e-22, -1.3552527156068805e-20, 2.117582368135751e-22, -8.470329472543003e-22]"
569,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 6.776263578034403e-21, -1.6940658945086007e-21, -2.6469779601696886e-23, -6.776263578034403e-21, 1.6543612251060553e-24]"
570,"[0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 5.293955920339377e-23, 1.3552527156068805e-20, 0.0, 0.0, 1.3552527156068805e-20, -4.235164736271502e-22, 0.0, 0.0, 0.0, 4.235164736271502e-22]"
571,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -1.0587911840678754e-22, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0]"
572,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -1.3234889800848443e-23, -4.235164736271502e-22, 0.0, -1.0587911840678754e-22, 0.0, 0.0, -1.3552527156068805e-20, 0.0]"
573,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, -8.470329472543003e-22, 0.0, -5.293955920339377e-23, 4.235164736271502e-22, 0.0, 1.3234889800848443e-23, 0.0, 6.776263578034403e-21, 0.0, 0.0]"
574,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24, 0.0, -2.117582368135751e-22, -2.117582368135751e-22, 4.235164736271502e-22, 4.235164736271502e-22, 6.776263578034403e-21, -3.3881317890172014e-21, 1.6940658945086007e-21]"
575,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, -3.3881317890172014e-21, 3.3881317890172014e-21, -2.117582368135751e-22, 2.6469779601696886e-23, 1.3552527156068805e-20, 2.117582368135751e-22, 6.776263578034403e-21, 0.0, 0.0, 0.0]"
576,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 0.0, -6.776263578034403e-21, -6.776263578034403e-21, -3.308722450212111e-24, 3.308722450212111e-24, -1.6940658945086007e-21, 1.6543612251060553e-24, -4.1359030627651384e-25]"
577,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 2.710505431213761e-20, -6.776263578034403e-21, 0.0, -1.3552527156068805e-20, 3.3881317890172014e-21, 2.117582368135751e-22, -6.776263578034403e-21, 2.117582368135751e-22, -1.0587911840678754e-22]"
578,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, -2.117582368135751e-22, 2.117582368135751e-22, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 1.6940658945086007e-21]"
579,"[0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -1.3234889800848443e-23, -5.293955920339377e-23, -1.3552527156068805e-20, 2.117582368135751e-22, 1.0587911840678754e-22, 0.0, -1.3552527156068805e-20, -1.3552527156068805e-20, 3.3881317890172014e-21]"
580,"[0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, -6.776263578034403e-21, 1.3552527156068805e-20, -1.3552527156068805e-20, 0.0, -6.776263578034403e-21, -1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, 0.0, -3.3881317890172014e-21]"
581,"[0.0, 2.710505431213761e-20, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.235164736271502e-22, 1.6543612251060553e-24, 0.0, 0.0, -1.6940658945086007e-21, 8.470329472543003e-22, -1.6940658945086007e-21, 3.3881317890172014e-21, 0.0, 6.776263578034403e-21]"
582,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 6.776263578034403e-21, 0.0, -3.3881317890172014e-21, 1.3552527156068805e-20, 0.0, 1.3552527156068805e-20, -6.776263578034403e-21, 0.0]"
583,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 3.3881317890172014e-21, 3.3881317890172014e-21, 0.0, 1.6940658945086007e-21, 0.0, 2.117582368135751e-22, 0.0]"
584,"[3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 3.3881317890172014e-21, -1.0587911840678754e-22, 0.0, 2.117582368135751e-22, -6.776263578034403e-21, 0.0, 0.0, 2.6469779601696886e-23, 0.0]"
585,"[-2.168404344971009e-19, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, -2.6469779601696886e-23, 6.776263578034403e-21, 0.0, 0.0, -2.710505431213761e-20, 1.6940658945086007e-21]"
586,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 6.776263578034403e-21, 0.0, 1.0587911840678754e-22, 0.0, 0.0, 4.235164736271502e-22, 0.0, 0.0]"
587,"[0.0, -5.293955920339377e-23, 0.0, 0.0, 0.0, -5.293955920339377e-23, -1.0587911840678754e-22, 0.0, 0.0, 6.617444900424222e-24, 4.235164736271502e-22, -6.776263578034403e-21, 4.235164736271502e-22, 0.0, -1.6940658945086007e-21, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0]"
588,"[-1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, -1.3234889800848443e-23, 0.0, 8.470329472543003e-22]"
589,"[0.0, -1.3552527156068805e-20, -1.3552527156068805e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 1.3234889800848443e-23, -1.0587911840678754e-22, 0.0, 0.0, 5.293955920339377e-23]"
590,"[0.0, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 1.0587911840678754e-22, -4.235164736271502e-22]"
591,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 4.235164736271502e-22, -5.293955920339377e-23, 0.0, 3.308722450212111e-24, 0.0, -2.117582368135751e-22, 0.0, -1.0587911840678754e-22, 8.470329472543003e-22]"
592,"[-5.421010862427522e-20, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0, -6.776263578034403e-21, -6.617444900424222e-24, 0.0, 2.117582368135751e-22, 2.710505431213761e-20, 0.0, 0.0, 0.0]"
593,"[0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0, -2.117582368135751e-22, 8.470329472543003e-22, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 8.271806125530277e-25, 0.0, 0.0]"
594,"[0.0, 0.0, 3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 5.293955920339377e-23, 0.0, 0.0, -1.0587911840678754e-22, 0.0, -1.6940658945086007e-21, 6.776263578034403e-21]"
595,"[0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 5.421010862427522e-20, 0.0, 0.0, 0.0, -2.6469779601696886e-23, 0.0, 0.0, 8.470329472543003e-22, -5.293955920339377e-23, 0.0, 8.470329472543003e-22, -1.3552527156068805e-20, -2.117582368135751e-22, -5.293955920339377e-23]"
596,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, -5.169878828456423e-26, 1.3552527156068805e-20, 0.0, 0.0]"
597,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.470329472543003e-22, 0.0, 6.776263578034403e-21, 3.3881317890172014e-21, -4.235164736271502e-22, 1.0587911840678754e-22, -8.470329472543003e-22]"
598,"[0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, -2.710505431213761e-20, 0.0, 0.0, -6.776263578034403e-21, -5.421010862427522e-20, 0.0, 0.0, 0.0, -6.776263578034403e-21, -5.293955920339377e-23, 1.0587911840678754e-22, 0.0, -8.470329472543003e-22, 1.0587911840678754e-22, -8.470329472543003e-22]"
599,"[0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 2.168404344971009e-19, 4.336808689942018e-19, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 2.117582368135751e-22, 2.6469779601696886e-23, 0.0, 8.470329472543003e-22, 0.0, 0.0, 3.3881317890172014e-21, 0.0]"
600,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 3.3881317890172014e-21, 0.0, 8.470329472543003e-22, 0.0, -2.710505431213761e-20, 0.0]"
601,"[0.0, -2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3552527156068805e-20, 4.235164736271502e-22, 8.470329472543003e-22, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, -3.3881317890172014e-21, 3.3881317890172014e-21]"
602,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0, 1.6940658945086007e-21, 1.6940658945086007e-21, 0.0, -3.3881317890172014e-21]"
603,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 0.0, -2.6469779601696886e-23, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 3.3881317890172014e-21, 1.3234889800848443e-23, -4.235164736271502e-22]"
604,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 1.3552527156068805e-20, -4.235164736271502e-22, 6.776263578034403e-21, -8.470329472543003e-22, 0.0, 3.3881317890172014e-21, -1.6940658945086007e-21, -6.776263578034403e-21, -1.3552527156068805e-20]"
605,"[0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.308722450212111e-24, 0.0, 0.0, -3.2311742677852644e-27, 0.0, 1.3234889800848443e-23, 0.0, 0.0, 3.3881317890172014e-21, -6.776263578034403e-21]"
606,"[0.0, 0.0, -1.0842021724855044e-19, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 0.0, 0.0, 0.0, 1.0339757656912846e-25, 1.6940658945086007e-21, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 6.776263578034403e-21, 0.0, 0.0]"
607,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, 0.0, 1.0339757656912846e-25, 0.0, 1.3234889800848443e-23, 3.3881317890172014e-21, 5.293955920339377e-23]"
608,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, 0.0, 6.776263578034403e-21, -1.3552527156068805e-20, 0.0, -3.3881317890172014e-21, 1.6940658945086007e-21, 0.0, -6.776263578034403e-21]"
609,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0587911840678754e-22, 0.0, -1.0587911840678754e-22, 4.235164736271502e-22, 0.0, 0.0, -2.117582368135751e-22, 0.0, 0.0, 0.0]"
610,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.168404344971009e-19, 0.0, 0.0, 1.3552527156068805e-20, 0.0, 1.3552527156068805e-20, 0.0, -4.235164736271502e-22, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0]"
611,"[0.0, 2.168404344971009e-19, 0.0, 0.0, 0.0, 2.168404344971009e-19, 0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, 0.0]"
612,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6543612251060553e-24, -3.3881317890172014e-21, -6.776263578034403e-21, 0.0, 1.6940658945086007e-21, -1.6940658945086007e-21, 0.0, -3.3881317890172014e-21, -6.776263578034403e-21, 6.776263578034403e-21]"
613,"[5.421010862427522e-20, 0.0, 0.0, 0.0, -4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 2.710505431213761e-20, 0.0, 0.0, 0.0, 0.0, 0.0, -1.3552527156068805e-20, 0.0, 8.271806125530277e-25, 0.0]"
614,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 3.3881317890172014e-21, -1.6940658945086007e-21, 0.0, 1.3552527156068805e-20, -8.470329472543003e-22, 0.0, 0.0]"
615,"[0.0, 0.0, 4.336808689942018e-19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, 0.0, 0.0, 0.0, -8.470329472543003e-22, -3.308722450212111e-24, 0.0, -8.470329472543003e-22, -6.776263578034403e-21]"
616,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.117582368135751e-22, 0.0, 0.0, 1.0587911840678754e-22, 8.470329472543003e-22, -2.117582368135751e-22, -8.470329472543003e-22, 4.235164736271502e-22, 0.0, 0.0, -3.3881317890172014e-21, 0.0, 0.0]"
617,"[0.0, 0.0, -6.776263578034403e-21, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.776263578034403e-21, 2.117582368135751e-22, 1.3552527156068805e-20, 0.0, 0.0, 0.0, -8.470329472543003e-22, 0.0]"
618,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.3881317890172014e-21, 1.6940658945086007e-21, -1.6940658945086007e-21, 0.0, 4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0, 0.0]"
619,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0842021724855044e-19, 3.3881317890172014e-21, 0.0, -3.3881317890172014e-21, 0.0, 0.0, 0.0, -4.235164736271502e-22, 0.0, 0.0, 0.0]"
620,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6940658945086007e-21, 0.0, -1.0587911840678754e-22, -4.235164736271502e-22, 0.0, 0.0, 0.0, 0.0]"
